Receipt Time (s)	acc_x	acc_y	acc_z	angvel_roll	angvel_pitch	angvel_yaw	mag_x	mag_y	mag_z	
1475539342.309361	0	0	0	0	0	0	0	0	0
1475539342.319532	0	0	0	0	0	0	0	0	0
1475539342.329723	-60	270	-9650	-29	8	11	-852	109	3036
1475539342.339887	-50	270	-9650	-1	36	-15	-836	109	3036
1475539342.350053	-70	250	-9670	50	-31	-4	-836	109	3036
1475539342.360229	-50	250	-9660	-102	-62	16	-852	109	3036
1475539342.370413	-50	270	-9670	11	-28	-11	-852	94	3036
1475539342.380590	-50	260	-9670	37	1	-3	-852	78	3036
1475539342.390780	-40	290	-9660	53	44	-10	-852	78	3036
1475539342.400978	-60	300	-9680	-12	-18	41	-852	78	3036
1475539342.411161	-70	300	-9700	-19	12	-38	-852	78	3036
1475539342.421340	-70	300	-9710	-29	-8	-28	-852	78	3036
1475539342.431517	-70	290	-9710	-18	-40	-12	-836	78	3036
1475539342.441701	-70	270	-9700	-54	24	11	-836	78	3036
1475539342.451875	-60	260	-9690	-45	38	5	-836	78	3036
1475539342.462046	-70	260	-9670	5	24	28	-836	78	3036
1475539342.472226	-80	260	-9670	54	52	3	-852	94	3020
1475539342.482410	-80	260	-9660	4	12	19	-852	94	2986
1475539342.492588	-90	280	-9650	-19	35	-1	-852	94	2986
1475539342.502809	-80	280	-9650	19	-41	43	-852	94	2986
1475539342.512970	-80	280	-9660	-37	8	6	-852	94	2986
1475539342.523134	-70	260	-9670	-4	-5	-36	-852	94	2986
1475539342.533311	-60	270	-9670	-34	-19	-18	-852	94	3003
1475539342.543490	-70	280	-9680	-19	-9	19	-867	94	3020
1475539342.553670	-70	300	-9680	51	-6	10	-867	109	3036
1475539342.563867	-80	320	-9680	58	55	23	-867	109	3053
1475539342.574029	-70	330	-9690	-1	-41	5	-867	109	3053
1475539342.584190	-60	340	-9690	15	64	17	-867	109	3070
1475539342.594369	-50	320	-9700	-23	18	-35	-867	94	3070
1475539342.604575	-40	290	-9700	5	-17	-49	-867	94	3053
1475539342.614757	-40	280	-9700	-51	-52	34	-867	94	3036
1475539342.624926	-40	280	-9690	-57	5	3	-867	94	3036
1475539342.635103	-60	280	-9690	-5	-51	12	-867	94	3036
1475539342.645278	-80	280	-9690	25	12	-16	-867	109	3020
1475539342.655459	-80	290	-9680	18	13	28	-852	109	3020
1475539342.665647	-80	290	-9670	-4	17	-25	-836	125	3003
1475539342.675846	-70	310	-9670	-26	-10	18	-836	125	3003
1475539342.686012	-70	310	-9650	17	-29	-22	-836	125	3003
1475539342.696198	-80	290	-9670	-46	12	-46	-836	125	3003
1475539342.706405	-80	280	-9670	-64	-18	-39	-836	125	3003
1475539342.716581	-90	270	-9660	-32	30	-34	-836	125	3003
1475539342.726785	-80	260	-9680	-32	5	44	-836	125	3003
1475539342.736954	-60	280	-9670	-25	-16	7	-836	125	3003
1475539342.747123	-60	280	-9680	14	30	-9	-836	125	3003
1475539342.757302	-60	290	-9690	3	-3	25	-852	125	3003
1475539342.767480	-70	290	-9690	-24	-18	7	-852	94	3036
1475539342.777656	-80	280	-9680	-24	-10	-44	-852	78	3053
1475539342.787859	-80	290	-9670	53	-20	-22	-852	78	3053
1475539342.798020	-70	280	-9650	-27	7	0	-852	78	3053
1475539342.808207	-60	290	-9660	-15	-63	-17	-852	94	3036
1475539342.818389	-60	310	-9670	7	2	17	-836	94	3020
1475539342.828564	-60	310	-9690	24	12	10	-821	94	3003
1475539342.838746	-70	310	-9710	34	-34	12	-821	94	3003
1475539342.848914	-80	300	-9700	-61	39	-29	-821	94	3003
1475539342.859076	-80	300	-9720	49	-32	-1	-821	94	3003
1475539342.869249	-70	290	-9710	41	35	7	-852	94	3003
1475539342.879431	-50	280	-9690	47	-15	-2	-867	94	3003
1475539342.889605	-40	280	-9700	23	33	29	-867	78	3020
1475539342.899806	-20	280	-9670	25	-53	0	-867	78	3020
1475539342.909991	-40	290	-9680	1	38	-18	-867	94	3020
1475539342.920172	-50	290	-9670	21	9	17	-852	109	3020
1475539342.930363	-50	290	-9660	6	9	7	-836	109	3036
1475539342.940542	-50	290	-9670	-55	15	24	-836	109	3036
1475539342.950745	-40	290	-9670	82	62	15	-836	109	3036
1475539342.960914	-30	290	-9690	-9	18	-23	-852	109	3036
1475539342.971084	-20	290	-9680	-26	-3	-26	-852	109	3036
1475539342.981260	-50	290	-9690	-1	19	17	-852	109	3053
1475539342.991446	-50	280	-9690	-24	-40	-16	-852	109	3053
1475539343.001622	-60	280	-9680	-30	35	11	-852	109	3053
1475539343.011843	-90	280	-9680	14	33	-50	-852	109	3053
1475539343.022014	-70	270	-9670	-42	-14	1	-852	109	3053
1475539343.032191	-60	290	-9680	-10	19	12	-852	94	3053
1475539343.042369	-40	310	-9700	-3	-13	-2	-852	94	3053
1475539343.052545	-30	310	-9730	8	-40	11	-852	94	3053
1475539343.062798	-30	310	-9750	5	3	-43	-852	94	3053
1475539343.072959	-50	280	-9730	50	4	-61	-852	94	3036
1475539343.083130	-40	270	-9710	25	-7	8	-852	94	3020
1475539343.093307	-40	270	-9700	53	-13	1	-852	78	3020
1475539343.103487	-40	290	-9680	14	-12	14	-852	78	3020
1475539343.113695	-40	300	-9690	-9	22	-3	-852	78	3020
1475539343.123896	-60	310	-9710	-32	-2	-13	-852	94	3020
1475539343.134064	-60	300	-9690	-31	17	26	-852	94	3020
1475539343.144228	-60	280	-9680	-38	-17	-54	-852	94	3020
1475539343.154406	-70	270	-9660	-29	-55	29	-852	94	3020
1475539343.164587	-60	260	-9650	-34	16	31	-852	94	3020
1475539343.174765	-60	280	-9650	-12	-57	-15	-852	94	3020
1475539343.184973	-60	280	-9670	-3	32	29	-852	94	2986
1475539343.195150	-40	280	-9690	33	-76	-1	-836	78	2986
1475539343.205330	-40	280	-9710	57	-17	24	-836	78	2986
1475539343.215531	-30	270	-9710	-43	30	-19	-836	78	2986
1475539343.225713	-30	270	-9710	-55	-69	23	-836	78	2986
1475539343.235913	-40	290	-9700	-4	-12	-38	-852	94	3020
1475539343.246073	-50	320	-9710	-8	-12	-22	-852	94	3053
1475539343.256249	-60	330	-9700	41	-8	-7	-852	94	3070
1475539343.266427	-60	330	-9700	3	-36	-22	-852	94	3070
1475539343.276610	-70	330	-9710	-9	-16	-50	-852	94	3070
1475539343.286788	-70	300	-9690	18	50	-52	-867	94	3053
1475539343.296992	-70	290	-9700	13	-52	27	-867	94	3036
1475539343.307153	-70	280	-9730	2	10	-17	-867	94	3036
1475539343.317361	-70	280	-9730	48	16	8	-867	94	3036
1475539343.327543	-70	300	-9740	-53	-29	26	-867	94	3036
1475539343.337720	-70	310	-9740	15	37	6	-867	94	3036
1475539343.347913	-90	310	-9710	14	-28	30	-867	94	3036
1475539343.358074	-90	320	-9710	-1	13	7	-867	94	3036
1475539343.368255	-90	310	-9710	37	-30	0	-867	94	3036
1475539343.378432	-80	320	-9700	-1	-23	5	-867	94	3036
1475539343.388609	-80	320	-9690	-40	-31	1	-867	94	3036
1475539343.398786	-80	310	-9690	4	-13	2	-882	109	3053
1475539343.408986	-90	290	-9680	-3	-5	39	-882	109	3053
1475539343.419171	-80	280	-9680	-54	-34	29	-882	109	3070
1475539343.429351	-60	280	-9700	10	-43	-20	-882	109	3070
1475539343.439534	-50	290	-9720	-27	5	4	-882	109	3070
1475539343.449712	-50	290	-9720	20	-10	-7	-882	109	3070
1475539343.459900	-70	290	-9730	-20	-4	29	-852	78	3070
1475539343.470062	-60	300	-9730	-47	11	40	-852	78	3070
1475539343.480225	-60	310	-9720	-3	-24	12	-852	78	3070
1475539343.490383	-60	310	-9700	-41	-7	-28	-852	78	3053
1475539343.500569	-50	310	-9680	26	23	-13	-852	78	3053
1475539343.510755	-60	290	-9690	42	63	19	-852	94	3053
1475539343.520975	-60	290	-9720	0	9	32	-852	94	3053
1475539343.531144	-90	290	-9720	-73	-16	-11	-852	94	3053
1475539343.541322	-80	290	-9730	13	-34	-32	-867	94	3036
1475539343.551498	-80	300	-9690	-2	9	28	-867	94	3036
1475539343.561672	-80	290	-9680	9	-17	-35	-867	94	3036
1475539343.571855	-80	270	-9680	36	5	46	-867	94	3053
1475539343.582025	-80	260	-9680	-8	-37	33	-867	94	3070
1475539343.592188	-90	240	-9690	31	-43	-17	-867	94	3070
1475539343.602364	-90	260	-9680	26	17	2	-867	94	3070
1475539343.612547	-80	280	-9670	1	-48	-42	-836	62	3087
1475539343.622756	-90	280	-9650	-10	-19	43	-836	62	3087
1475539343.632947	-90	280	-9660	-5	-29	-9	-836	62	3087
1475539343.643112	-90	270	-9670	37	-28	0	-836	62	3087
1475539343.653291	-100	280	-9690	31	12	40	-836	62	3087
1475539343.663468	-90	270	-9710	23	-3	2	-836	62	3087
1475539343.673644	-90	260	-9730	-29	44	26	-852	78	3070
1475539343.683822	-90	280	-9730	-22	6	12	-852	94	3053
1475539343.694000	-80	280	-9730	-44	38	-9	-852	94	3053
1475539343.704162	-80	300	-9720	63	-3	10	-852	94	3053
1475539343.714339	-70	320	-9700	53	9	18	-852	94	3053
1475539343.724546	-70	310	-9710	-46	4	-21	-852	94	3053
1475539343.734745	-80	320	-9710	-25	35	-12	-852	94	3053
1475539343.744949	-70	310	-9710	-19	-17	-16	-852	78	3070
1475539343.755110	-70	300	-9720	58	14	0	-852	78	3070
1475539343.765273	-80	300	-9700	35	-14	-36	-852	78	3070
1475539343.775451	-70	290	-9710	-18	33	27	-852	94	3053
1475539343.785630	-70	290	-9720	17	23	35	-852	94	3036
1475539343.795809	-70	300	-9700	28	-72	17	-852	94	3036
1475539343.805980	-60	290	-9710	-9	3	-9	-852	94	3036
1475539343.816142	-60	270	-9690	-3	-33	-24	-852	94	3036
1475539343.826403	-50	270	-9680	11	-37	31	-852	94	3036
1475539343.836585	-60	250	-9680	39	5	-48	-852	94	3036
1475539343.846765	-60	260	-9670	14	-68	-10	-852	78	3070
1475539343.856972	-60	270	-9680	-20	5	13	-852	78	3070
1475539343.867158	-70	290	-9710	40	-15	10	-852	78	3070
1475539343.877340	-60	300	-9720	-51	-45	50	-852	78	3070
1475539343.887527	-50	310	-9730	-29	-22	-11	-867	94	3053
1475539343.897710	-80	300	-9710	-4	-34	4	-882	109	3053
1475539343.907906	-90	290	-9710	-52	26	14	-882	109	3053
1475539343.918098	-100	280	-9680	23	-1	-6	-882	109	3053
1475539343.928282	-110	270	-9680	11	-5	39	-882	109	3053
1475539343.938466	-90	280	-9670	25	49	-6	-882	109	3053
1475539343.948649	-80	280	-9670	-15	-44	18	-867	94	3070
1475539343.958827	-70	290	-9680	-20	10	6	-852	62	3087
1475539343.969014	-60	310	-9680	-8	-35	18	-852	62	3087
1475539343.979182	-70	310	-9700	14	-10	12	-852	62	3087
1475539343.989359	-70	310	-9700	44	-33	-35	-852	62	3087
1475539343.999536	-70	310	-9690	4	42	-5	-852	62	3087
1475539344.009718	-70	310	-9700	-48	45	-13	-852	62	3087
1475539344.019905	-70	300	-9690	-8	1	27	-852	62	3087
1475539344.030114	-70	310	-9680	-22	-19	-1	-852	62	3087
1475539344.040276	-80	310	-9680	-41	-24	-13	-852	78	3053
1475539344.050436	-80	310	-9690	-9	47	38	-852	94	3020
1475539344.060614	-90	310	-9700	21	1	23	-836	94	3020
1475539344.070783	-90	300	-9710	4	20	9	-836	94	3020
1475539344.080983	-90	300	-9710	24	16	-12	-836	94	3020
1475539344.091151	-90	310	-9710	-44	-21	0	-836	94	3020
1475539344.101324	-100	300	-9700	17	42	39	-836	94	3036
1475539344.111501	-80	300	-9690	-58	-61	17	-836	78	3070
1475539344.121681	-60	300	-9690	54	22	-43	-836	78	3070
1475539344.131898	-50	290	-9690	-25	15	-46	-836	78	3070
1475539344.142084	-40	300	-9670	4	17	6	-852	78	3053
1475539344.152258	-50	310	-9670	-45	13	40	-852	78	3053
1475539344.162438	-70	320	-9660	21	-16	6	-867	62	3053
1475539344.172618	-80	320	-9650	-46	25	1	-867	62	3053
1475539344.182796	-80	330	-9670	37	-4	-27	-867	62	3053
1475539344.192980	-80	310	-9660	5	35	-35	-867	62	3053
1475539344.203146	-60	290	-9670	-16	14	14	-852	78	3070
1475539344.213307	-40	270	-9670	-24	-46	-29	-852	78	3070
1475539344.223491	-40	250	-9670	23	31	-57	-836	78	3087
1475539344.233697	-40	250	-9670	21	-10	-3	-836	78	3087
1475539344.243878	-50	270	-9690	49	-21	-43	-836	78	3087
1475539344.254068	-60	290	-9690	69	-5	-30	-852	94	3070
1475539344.264228	-70	310	-9700	8	-18	2	-852	94	3036
1475539344.274392	-80	320	-9710	43	10	30	-852	94	3036
1475539344.284570	-60	320	-9690	40	28	-65	-852	94	3036
1475539344.294748	-60	320	-9710	-6	46	9	-852	94	3036
1475539344.304927	-50	330	-9710	15	-17	42	-852	94	3036
1475539344.315111	-60	340	-9710	-11	18	-9	-852	94	3053
1475539344.325273	-70	320	-9700	-25	-18	38	-852	78	3087
1475539344.335475	-60	320	-9690	24	-10	6	-852	78	3087
1475539344.345653	-50	320	-9680	-33	15	-38	-852	78	3087
1475539344.355830	-30	300	-9700	-14	27	-13	-852	78	3087
1475539344.366013	-20	310	-9710	6	12	28	-852	94	3053
1475539344.376182	-20	290	-9710	24	56	-17	-852	94	3053
1475539344.386345	-30	270	-9690	-9	-26	-35	-852	94	3053
1475539344.396522	-30	280	-9670	-2	27	12	-852	94	3053
1475539344.406733	-50	290	-9670	-38	13	-11	-852	94	3053
1475539344.416911	-50	290	-9660	-4	13	-8	-867	94	3070
1475539344.427107	-60	290	-9680	8	35	22	-867	94	3087
1475539344.437314	-60	290	-9670	-2	5	10	-867	94	3104
1475539344.447498	-60	280	-9670	-39	18	6	-867	94	3104
1475539344.457674	-60	280	-9670	-28	-15	-42	-867	94	3104
1475539344.467861	-60	280	-9660	-31	24	-27	-867	94	3070
1475539344.478051	-70	280	-9670	-24	36	-40	-867	94	3053
1475539344.488214	-70	280	-9680	32	-5	-52	-867	94	3036
1475539344.498376	-70	290	-9680	33	37	16	-867	94	3036
1475539344.508553	-70	290	-9690	27	29	-8	-867	94	3053
1475539344.518733	-80	280	-9700	18	-1	-3	-867	94	3053
1475539344.528910	-80	280	-9710	47	38	-44	-867	94	3070
1475539344.539120	-80	280	-9710	59	-28	6	-867	78	3070
1475539344.549281	-60	270	-9710	1	21	-7	-867	78	3053
1475539344.559463	-40	280	-9680	-15	-20	39	-852	78	3036
1475539344.569645	-30	280	-9680	5	23	2	-852	78	3036
1475539344.579891	-30	280	-9670	23	-7	26	-852	78	3036
1475539344.590081	-50	290	-9690	-67	-29	92	-852	78	3036
1475539344.600244	-60	300	-9690	21	-13	5	-852	78	3053
1475539344.610407	-50	290	-9690	0	-19	4	-852	78	3053
1475539344.620583	-50	300	-9690	20	27	-62	-852	78	3053
1475539344.630758	-40	290	-9670	-20	-83	-11	-852	78	3053
1475539344.640979	-50	270	-9690	13	-11	-9	-852	78	3053
1475539344.651149	-50	280	-9690	-60	-2	-29	-852	78	3053
1475539344.661320	-70	300	-9710	13	29	31	-852	78	3053
1475539344.671499	-80	300	-9720	21	-22	36	-852	78	3053
1475539344.681685	-100	300	-9720	-4	6	-44	-852	78	3053
1475539344.691861	-100	290	-9730	17	38	-36	-867	78	3053
1475539344.702046	-90	270	-9730	20	12	16	-882	78	3053
1475539344.712216	-60	260	-9740	15	19	-30	-882	78	3053
1475539344.722387	-30	270	-9730	55	-31	-6	-882	78	3053
1475539344.732564	-30	280	-9720	4	22	-28	-882	78	3053
1475539344.742770	-50	290	-9710	52	-36	-42	-882	78	3053
1475539344.752951	-60	280	-9700	37	-25	20	-882	94	3053
1475539344.763120	-70	290	-9680	-14	-10	-31	-867	94	3053
1475539344.773281	-60	280	-9670	-6	10	-40	-867	94	3053
1475539344.783464	-50	280	-9650	42	21	25	-867	94	3053
1475539344.793640	-40	300	-9670	4	-14	-46	-867	94	3053
1475539344.803821	-40	300	-9680	12	-13	-37	-867	94	3053
1475539344.814000	-50	290	-9690	-17	50	-35	-867	78	3070
1475539344.824169	-70	250	-9700	8	11	-45	-867	62	3087
1475539344.834333	-80	230	-9690	26	21	-37	-867	62	3087
1475539344.844532	-90	230	-9670	46	24	-11	-867	62	3087
1475539344.854739	-110	220	-9660	5	-23	32	-867	78	3070
1475539344.864934	-100	220	-9660	24	18	116	-852	78	3053
1475539344.875096	-80	220	-9650	39	-43	65	-836	78	3053
1475539344.885244	-70	250	-9660	56	6	144	-836	78	3053
1475539344.895385	-10	320	-9680	21	6	90	-836	78	3053
1475539344.905524	-10	360	-9680	-44	-16	94	-852	78	3053
1475539344.915660	-40	370	-9690	43	63	6	-867	78	3053
1475539344.925795	-70	350	-9680	0	-42	-79	-867	78	3070
1475539344.935931	-90	310	-9690	10	28	-99	-867	78	3070
1475539344.946099	-80	260	-9680	0	14	-137	-867	78	3070
1475539344.956234	-70	230	-9690	-43	3	-128	-867	78	3070
1475539344.966369	-40	250	-9690	-3	19	-125	-867	78	3070
1475539344.976505	-30	270	-9670	51	-6	-92	-852	78	3070
1475539344.986641	-40	300	-9680	31	38	-26	-852	78	3070
1475539344.996797	-50	320	-9680	-8	-69	43	-852	78	3070
1475539345.006940	-80	310	-9710	-15	48	42	-852	78	3070
1475539345.017076	-80	310	-9720	40	1	83	-867	78	3070
1475539345.027212	-70	310	-9710	11	-9	105	-867	78	3070
1475539345.037348	-60	330	-9680	95	-15	73	-867	78	3087
1475539345.047502	-70	310	-9660	76	-28	36	-867	78	3087
1475539345.057638	-100	280	-9650	-75	12	33	-867	78	3087
1475539345.067773	-130	230	-9650	-21	51	17	-882	78	3070
1475539345.077917	-110	210	-9650	-61	11	18	-882	62	3053
1475539345.088052	-80	250	-9650	-55	58	-79	-882	47	3036
1475539345.098188	-40	320	-9650	25	-28	-19	-882	47	3036
1475539345.108376	-30	350	-9640	-18	-6	-49	-882	47	3036
1475539345.118551	-50	340	-9670	15	4	-115	-882	47	3036
1475539345.128733	-70	300	-9670	-26	-11	-63	-867	47	3036
1475539345.138928	-100	220	-9690	-19	19	8	-852	47	3053
1475539345.149126	-130	180	-9700	3	25	62	-852	47	3053
1475539345.159291	-130	170	-9690	-83	20	77	-852	47	3053
1475539345.169477	-120	170	-9700	-128	39	144	-852	47	3053
1475539345.179658	-120	210	-9690	-10	62	143	-852	78	3053
1475539345.189838	-100	250	-9700	-15	-5	150	-852	109	3053
1475539345.200007	-60	380	-9690	-1	-46	81	-852	109	3053
1475539345.210167	-40	440	-9680	48	42	113	-852	109	3053
1475539345.220348	-40	410	-9690	17	-25	78	-852	109	3053
1475539345.230528	-70	330	-9730	11	30	-7	-852	94	3053
1475539345.240705	-90	270	-9730	-85	0	5	-836	78	3053
1475539345.250921	-80	210	-9740	-26	41	-25	-836	78	3053
1475539345.261101	-60	220	-9730	-44	15	-15	-836	78	3053
1475539345.271270	-30	250	-9690	22	51	50	-836	78	3053
1475539345.281447	-10	300	-9640	32	30	8	-836	78	3053
1475539345.291629	0	330	-9640	29	-33	29	-836	78	3053
1475539345.301809	0	340	-9660	18	26	76	-836	78	3053
1475539345.311983	0	340	-9700	7	-39	127	-836	78	3053
1475539345.322152	0	320	-9710	-39	-28	166	-852	78	3053
1475539345.332332	-30	260	-9710	-45	-3	151	-867	78	3053
1475539345.342565	-80	190	-9690	22	-38	160	-882	78	3053
1475539345.352774	-110	150	-9690	-52	-2	195	-882	78	3053
1475539345.362973	-120	160	-9700	-31	-5	147	-882	78	3053
1475539345.373136	-80	230	-9690	-50	3	73	-882	78	3053
1475539345.383298	-30	340	-9680	-21	-35	-31	-882	94	3053
1475539345.393478	20	420	-9660	97	-35	-70	-882	94	3070
1475539345.403657	60	450	-9650	12	6	-60	-867	94	3087
1475539345.413838	40	390	-9660	46	10	-58	-867	94	3087
1475539345.424008	0	320	-9670	-34	-13	-159	-867	94	3087
1475539345.434170	-50	200	-9660	-33	-23	-89	-882	94	3070
1475539345.444334	-80	160	-9670	-102	-29	-142	-882	94	3070
1475539345.454539	-80	170	-9680	-83	31	-105	-882	94	3070
1475539345.464722	-70	200	-9680	-38	11	-12	-852	94	3070
1475539345.474902	-40	270	-9710	-10	-6	46	-836	94	3087
1475539345.485098	-20	300	-9690	61	-23	105	-836	94	3087
1475539345.495274	-10	300	-9690	51	-96	209	-852	109	3070
1475539345.505437	-20	270	-9700	-5	47	152	-867	109	3070
1475539345.515616	-50	250	-9710	-5	40	134	-867	94	3036
1475539345.525791	-90	250	-9700	10	20	38	-867	78	3036
1475539345.535984	-120	300	-9690	-14	-32	-84	-867	78	3036
1475539345.546152	-110	360	-9700	44	-10	-139	-867	78	3036
1475539345.556336	0	480	-9670	99	-82	-359	-867	78	3036
1475539345.566516	90	540	-9670	21	-68	-378	-867	78	3036
1475539345.576700	150	520	-9680	-24	-63	-351	-867	78	3053
1475539345.586879	60	320	-9670	-65	2	-196	-867	78	3053
1475539345.597071	-120	120	-9700	-95	25	-113	-867	78	3053
1475539345.607234	-280	-30	-9710	-77	31	3	-867	78	3053
1475539345.617397	-330	-10	-9720	-94	40	79	-867	94	3020
1475539345.627573	-220	110	-9670	-64	-21	115	-867	109	2986
1475539345.637751	0	360	-9620	84	-25	98	-852	109	2986
1475539345.647932	140	570	-9600	170	-5	94	-852	109	2986
1475539345.658130	230	740	-9560	232	-77	93	-852	109	2986
1475539345.668293	130	740	-9620	55	23	105	-852	94	2986
1475539345.678468	-80	500	-9700	-7	33	61	-852	78	3003
1475539345.688652	-180	200	-9710	-45	1	-8	-852	62	3020
1475539345.698829	-200	-40	-9730	-117	69	-53	-852	62	3020
1475539345.709018	-110	-240	-9740	-122	-14	-41	-852	62	3020
1475539345.719180	-30	-180	-9730	-134	22	-59	-867	78	3003
1475539345.729358	20	30	-9730	-74	2	39	-867	78	3003
1475539345.739533	0	230	-9700	-41	-6	34	-867	78	3003
1475539345.749713	-30	390	-9660	21	6	75	-867	78	3003
1475539345.759918	0	560	-9650	55	17	59	-867	78	3003
1475539345.770100	100	590	-9630	96	1	128	-882	78	3003
1475539345.780264	90	500	-9630	-8	-8	172	-882	78	3003
1475539345.790425	30	400	-9630	-38	26	153	-882	78	3020
1475539345.800605	-70	270	-9680	-6	-13	113	-882	78	3020
1475539345.810766	-140	200	-9670	-94	72	86	-882	78	3020
1475539345.820946	-170	140	-9700	-92	44	-7	-882	78	3003
1475539345.831118	-150	140	-9700	-131	42	-64	-882	62	3003
1475539345.841290	-90	190	-9690	-94	5	-79	-867	47	3003
1475539345.851466	0	270	-9700	-54	-31	-179	-867	47	3003
1475539345.861676	70	340	-9680	-37	31	-221	-867	47	3003
1475539345.871857	110	400	-9660	-11	31	-162	-867	62	3003
1475539345.882042	110	440	-9640	23	-28	-126	-867	78	3020
1475539345.892214	70	450	-9630	59	-5	-4	-852	94	3036
1475539345.902382	0	410	-9640	14	-16	111	-852	94	3036
1475539345.912566	-80	320	-9670	-22	5	136	-852	94	3036
1475539345.922744	-120	250	-9690	-23	64	158	-852	94	3036
1475539345.932927	-110	190	-9700	-110	9	91	-852	94	3036
1475539345.943102	-50	200	-9710	11	1	-1	-852	94	3036
1475539345.953265	20	280	-9670	38	20	-84	-852	94	3036
1475539345.963463	130	410	-9640	25	-62	-120	-852	94	3036
1475539345.973646	130	460	-9630	4	-61	-133	-852	94	3036
1475539345.983822	70	450	-9640	29	-14	-14	-867	94	3020
1475539345.994004	20	400	-9670	70	5	23	-867	94	3020
1475539346.004171	-60	300	-9720	-11	20	34	-867	94	3020
1475539346.014333	-80	240	-9730	-21	-11	22	-867	94	3020
1475539346.024511	-70	200	-9730	-49	-12	128	-867	94	3020
1475539346.034725	-50	200	-9730	1	-48	131	-867	94	3020
1475539346.044904	-30	230	-9720	-14	5	175	-867	94	3036
1475539346.055102	-30	290	-9720	27	-6	173	-867	94	3053
1475539346.065286	-50	330	-9730	-36	-34	224	-867	94	3053
1475539346.075467	-80	370	-9720	-21	13	250	-867	94	3053
1475539346.085713	-80	390	-9700	67	4	158	-867	94	3036
1475539346.095901	-10	440	-9650	-4	-18	101	-867	94	3036
1475539346.106096	70	460	-9640	20	-63	91	-852	94	3036
1475539346.116257	170	440	-9640	32	-94	83	-852	94	3036
1475539346.126418	180	330	-9650	0	-20	56	-852	94	3036
1475539346.136594	130	210	-9690	-87	46	59	-852	94	3036
1475539346.146788	60	170	-9710	-106	109	-159	-867	94	3020
1475539346.156933	90	400	-9670	221	-11	-375	-882	94	3020
1475539346.167155	290	810	-9610	678	-241	-421	-882	94	3020
1475539346.177331	550	1340	-9640	420	-7	-727	-882	94	3020
1475539346.187516	460	1380	-9710	375	-58	-677	-882	94	3020
1475539346.197699	70	990	-9810	355	38	-522	-882	109	3003
1475539346.207886	-330	410	-9850	32	122	-507	-867	125	2986
1475539346.218080	-680	-290	-9780	-175	83	-286	-852	125	2986
1475539346.228244	-660	-990	-9570	-198	-108	-7	-852	125	2986
1475539346.238421	-420	-1250	-9510	-233	-59	91	-852	125	2986
1475539346.248602	-120	-1260	-9560	-454	-45	266	-852	125	2986
1475539346.258778	80	-1030	-9630	-226	8	562	-882	109	3020
1475539346.268984	160	-390	-9750	-280	9	501	-882	94	3036
1475539346.279148	50	180	-9740	142	-5	523	-882	94	3036
1475539346.289309	-90	670	-9670	224	-20	538	-882	94	3036
1475539346.299486	-200	1410	-9610	321	-21	345	-882	94	3036
1475539346.309667	-100	1570	-9600	217	2	218	-867	125	3020
1475539346.319854	130	1340	-9640	175	1	161	-852	125	3020
1475539346.330051	270	320	-9670	-10	-63	-168	-852	125	3020
1475539346.340211	90	-360	-9600	-171	75	-201	-852	125	3020
1475539346.350373	-40	-530	-9590	-159	-23	-340	-867	125	3020
1475539346.360548	-120	-480	-9590	-135	29	-478	-867	125	3020
1475539346.370748	-90	-190	-9620	-66	-12	-398	-867	109	3020
1475539346.380933	-20	40	-9640	-14	-27	-443	-867	109	3020
1475539346.391095	30	340	-9670	45	7	-397	-867	109	3020
1475539346.401264	60	610	-9680	86	-17	-281	-867	109	3020
1475539346.411448	30	690	-9680	90	-5	-163	-852	109	3020
1475539346.421608	-10	650	-9660	87	32	-23	-836	94	3020
1475539346.431784	-40	520	-9650	35	-4	78	-836	94	3020
1475539346.441971	-100	310	-9640	-18	50	210	-836	94	3020
1475539346.452140	-60	100	-9650	-25	-9	275	-852	109	3020
1475539346.462313	-10	50	-9650	-25	6	394	-867	109	3053
1475539346.472515	30	100	-9650	59	-66	384	-867	109	3053
1475539346.482725	50	260	-9640	73	-70	247	-867	94	3053
1475539346.492903	0	400	-9620	127	-51	131	-867	78	3053
1475539346.503094	-20	490	-9620	78	76	91	-867	78	3053
1475539346.513255	0	460	-9630	73	-14	-65	-867	78	3053
1475539346.523436	30	380	-9640	21	-28	-145	-867	78	3053
1475539346.533617	60	230	-9660	-61	13	-155	-867	78	3053
1475539346.543799	50	170	-9670	28	-39	-272	-867	78	3053
1475539346.553978	30	170	-9670	-48	-30	-248	-867	78	3053
1475539346.564148	0	240	-9680	-59	18	-139	-867	78	3053
1475539346.574333	0	290	-9680	16	22	-72	-867	78	3053
1475539346.584509	10	360	-9690	10	44	88	-867	94	3053
1475539346.594710	0	370	-9680	68	-46	96	-867	109	3053
1475539346.604888	20	360	-9690	15	-1	80	-867	109	3053
1475539346.615082	20	330	-9670	48	-18	245	-867	109	3053
1475539346.625243	-10	240	-9660	-61	35	239	-867	109	3053
1475539346.635422	-60	150	-9680	-112	26	157	-867	109	3036
1475539346.645604	-40	150	-9690	38	6	159	-867	109	3020
1475539346.655779	0	190	-9690	-7	15	164	-852	109	3020
1475539346.665962	100	290	-9700	2	-51	11	-852	109	3020
1475539346.676155	110	340	-9680	-51	-17	-6	-852	109	3020
1475539346.686316	60	360	-9650	-2	-6	-74	-852	109	3020
