Receipt Time (s)	acc_x	acc_y	acc_z	angvel_roll	angvel_pitch	angvel_yaw	mag_x	mag_y	mag_z	
1475539395.884281	11190	3400	-3100	78	-4351	-9480	-2341	360	1795
1475539395.894459	11000	3890	-3280	75	-4448	-9392	-2341	360	1795
1475539395.904664	10940	4160	-3320	126	-4445	-9231	-2341	360	1795
1475539395.914835	10860	4520	-3270	178	-4498	-9002	-2341	360	1795
1475539395.925004	10730	4660	-3270	230	-4547	-8689	-2311	203	1845
1475539395.935180	10600	4740	-3370	230	-4585	-8493	-2235	-110	1963
1475539395.945362	10290	4850	-3650	143	-4545	-8338	-2219	-173	1996
1475539395.955539	10090	4920	-3910	-37	-4525	-8126	-2219	-173	1996
1475539395.965728	9900	5070	-4230	-145	-4483	-8037	-2219	-173	1996
1475539395.975900	9790	5250	-4400	-201	-4529	-7787	-2204	-220	2013
1475539395.986070	9710	5390	-4430	-177	-4473	-7525	-2098	-439	2147
1475539395.996308	9600	5590	-4360	-167	-4590	-7278	-2067	-518	2197
1475539396.006513	9520	5740	-4310	-222	-4685	-7051	-2067	-518	2197
1475539396.016700	9450	5930	-4350	-53	-4743	-6778	-2067	-518	2197
1475539396.026872	9440	6070	-4420	30	-4917	-6532	-2037	-549	2214
1475539396.037055	9450	6150	-4520	40	-5033	-6344	-1961	-643	2265
1475539396.047237	9410	6170	-4570	-14	-5301	-6157	-1870	-737	2315
1475539396.057413	9340	6100	-4520	-83	-5515	-6037	-1870	-737	2315
1475539396.067595	9220	6000	-4460	-306	-5817	-5976	-1870	-737	2315
1475539396.077785	8990	5860	-4470	-521	-6003	-5870	-1870	-737	2315
1475539396.087949	8840	5760	-4580	-803	-6269	-5781	-1763	-878	2382
1475539396.098113	8650	5660	-4850	-945	-6451	-5722	-1687	-988	2432
1475539396.108321	8540	5640	-5000	-1141	-6621	-5641	-1657	-1019	2449
1475539396.118495	8410	5660	-5130	-1200	-6841	-5549	-1657	-1019	2449
1475539396.128679	8260	5730	-5170	-1289	-7046	-5409	-1657	-1019	2449
1475539396.138848	8130	5780	-5110	-1342	-7224	-5242	-1566	-1066	2483
1475539396.149011	7900	5880	-5010	-1451	-7417	-5167	-1459	-1113	2533
1475539396.159196	7670	5930	-4880	-1560	-7652	-5064	-1383	-1160	2567
1475539396.169380	7460	5980	-4810	-1633	-7801	-4933	-1383	-1160	2567
1475539396.179566	7230	6010	-4790	-1818	-7926	-4826	-1383	-1160	2567
1475539396.189761	6960	6020	-4810	-1939	-8100	-4686	-1323	-1192	2600
1475539396.199928	6570	6040	-4940	-1983	-8180	-4594	-1186	-1254	2667
1475539396.210113	6260	6050	-5060	-2126	-8237	-4502	-1034	-1333	2734
1475539396.220297	5890	6100	-5230	-2188	-8145	-4405	-1034	-1333	2734
1475539396.230474	5680	6140	-5320	-2260	-8133	-4259	-1034	-1333	2734
1475539396.240655	5450	6190	-5400	-2301	-8015	-4084	-1019	-1333	2734
1475539396.250822	5140	6270	-5430	-2259	-7949	-3975	-882	-1364	2751
1475539396.260984	4850	6340	-5430	-2331	-7866	-3804	-669	-1411	2785
1475539396.271183	4500	6420	-5450	-2314	-7707	-3593	-669	-1411	2785
1475539396.281351	4010	6580	-5490	-2262	-7647	-3468	-669	-1411	2785
1475539396.291526	3660	6710	-5570	-2210	-7442	-3253	-669	-1411	2785
1475539396.301721	3340	6850	-5630	-2205	-7284	-3014	-517	-1474	2818
1475539396.311905	2940	7080	-5680	-2115	-7188	-2793	-365	-1552	2852
1475539396.322068	2760	7200	-5650	-2037	-6979	-2575	-274	-1599	2869
1475539396.332245	2560	7390	-5530	-1981	-6925	-2328	-274	-1599	2869
1475539396.342420	2500	7510	-5450	-1802	-6819	-2102	-274	-1599	2869
1475539396.352603	2470	7610	-5380	-1687	-6720	-1875	-168	-1615	2852
1475539396.362775	2430	7730	-5360	-1575	-6697	-1581	0	-1646	2818
1475539396.372937	2350	7860	-5340	-1341	-6661	-1409	91	-1662	2818
1475539396.383101	2240	7970	-5330	-1173	-6647	-1209	91	-1662	2818
1475539396.393277	2020	8130	-5270	-939	-6700	-965	91	-1662	2818
1475539396.403454	1900	8210	-5180	-822	-6600	-863	136	-1662	2818
1475539396.413659	1770	8280	-5050	-567	-6491	-747	273	-1678	2818
1475539396.423829	1540	8510	-4730	-222	-6499	-584	440	-1709	2835
1475539396.433993	1440	8590	-4680	-5	-6342	-520	440	-1709	2835
1475539396.444180	1300	8680	-4650	255	-6326	-469	440	-1709	2835
1475539396.454365	1110	8750	-4600	438	-6222	-518	547	-1725	2802
1475539396.464541	960	8750	-4550	618	-6180	-461	638	-1756	2768
1475539396.474728	800	8750	-4500	716	-6085	-466	683	-1772	2768
1475539396.484919	580	8770	-4430	863	-5990	-420	683	-1772	2768
1475539396.495095	300	8820	-4370	1054	-6023	-376	683	-1772	2768
1475539396.505270	90	8870	-4360	1174	-5891	-255	683	-1772	2768
1475539396.515471	-70	8890	-4360	1267	-5838	-68	683	-1772	2768
1475539396.525655	-360	8890	-4350	1518	-5800	78	683	-1772	2768
1475539396.535827	-560	8850	-4370	1664	-5719	207	683	-1772	2768
1475539396.545997	-740	8820	-4350	1675	-5658	325	683	-1772	2768
1475539396.556174	-920	8810	-4330	1791	-5528	468	775	-1756	2734
1475539396.566356	-1140	8790	-4290	1923	-5355	551	927	-1740	2701
1475539396.576535	-1280	8810	-4210	2044	-5266	528	1079	-1740	2667
1475539396.586762	-1430	8810	-4130	2065	-5200	539	1079	-1740	2667
1475539396.596928	-1540	8800	-4050	2082	-5069	579	1079	-1740	2667
1475539396.607103	-1690	8740	-3980	2127	-4927	522	1079	-1740	2667
1475539396.617367	-1790	8670	-3970	2092	-4804	522	1185	-1693	2634
1475539396.627545	-1920	8590	-4000	2057	-4709	491	1291	-1662	2634
1475539396.637734	-1980	8550	-4060	1891	-4637	465	1291	-1662	2634
1475539396.647894	-2040	8510	-4140	1835	-4442	373	1291	-1662	2634
1475539396.658053	-2100	8480	-4180	1663	-4270	334	1291	-1662	2634
1475539396.668226	-2160	8490	-4200	1465	-4194	180	1352	-1631	2600
1475539396.678385	-2270	8500	-4200	1415	-4090	31	1413	-1599	2583
1475539396.688532	-2360	8540	-4190	1294	-4052	-163	1443	-1599	2583
1475539396.698703	-2450	8580	-4180	1158	-3966	-317	1443	-1599	2583
1475539396.708850	-2560	8650	-4180	1008	-3941	-462	1443	-1599	2583
1475539396.719009	-2600	8700	-4180	959	-3952	-494	1458	-1584	2567
1475539396.729146	-2620	8750	-4170	929	-3911	-623	1550	-1568	2567
1475539396.739284	-2650	8780	-4200	981	-3850	-665	1641	-1521	2533
1475539396.749421	-2690	8800	-4250	1067	-3846	-681	1656	-1474	2516
1475539396.759574	-2820	8830	-4270	1107	-3824	-770	1671	-1474	2516
1475539396.769721	-2960	8810	-4260	1093	-3851	-820	1671	-1474	2516
1475539396.779857	-3140	8800	-4230	1078	-3712	-849	1717	-1474	2516
1475539396.789993	-3390	8810	-4150	1076	-3655	-844	1778	-1490	2516
1475539396.800129	-3540	8840	-4100	1086	-3530	-880	1808	-1490	2483
1475539396.810265	-3710	8910	-4070	1000	-3429	-825	1838	-1490	2466
1475539396.820419	-3860	8960	-4010	974	-3331	-790	1838	-1490	2466
1475539396.830570	-4000	8990	-3980	1052	-3290	-780	1838	-1490	2466
1475539396.840718	-4170	8970	-3990	1084	-3237	-681	1838	-1490	2466
1475539396.850855	-4250	8960	-4010	1162	-3200	-647	1884	-1458	2432
1475539396.860991	-4300	8970	-4050	1333	-3108	-576	1945	-1427	2416
1475539396.871123	-4340	8960	-4060	1541	-3055	-453	1945	-1427	2416
1475539396.881259	-4390	8950	-4050	1650	-2984	-307	1945	-1427	2416
1475539396.891397	-4430	8930	-4020	1817	-2980	-191	1945	-1427	2416
1475539396.901543	-4480	8910	-3980	1938	-2872	5	1990	-1380	2382
1475539396.911684	-4540	8870	-3970	2117	-2744	219	2036	-1348	2365
1475539396.921838	-4600	8850	-3950	2231	-2705	430	2066	-1348	2365
1475539396.931974	-4670	8810	-3930	2409	-2644	640	2066	-1348	2365
1475539396.942110	-4750	8760	-3910	2524	-2521	925	2066	-1348	2365
1475539396.952246	-4820	8720	-3880	2637	-2474	1064	2082	-1333	2348
1475539396.962383	-4850	8620	-3850	2882	-2419	1326	2127	-1301	2332
1475539396.972529	-4880	8530	-3830	2971	-2422	1393	2173	-1286	2315
1475539396.982694	-4880	8440	-3820	3030	-2422	1605	2173	-1286	2315
1475539396.992827	-4900	8340	-3800	3203	-2439	1675	2173	-1286	2315
1475539397.002972	-4950	8230	-3760	3290	-2323	1834	2173	-1270	2298
1475539397.013114	-5030	8130	-3660	3320	-2288	1841	2218	-1254	2298
1475539397.023276	-5090	8040	-3530	3354	-2182	2007	2249	-1239	2298
1475539397.033418	-5140	8010	-3420	3435	-2047	2150	2249	-1239	2298
1475539397.043570	-5190	7920	-3280	3470	-1779	2347	2249	-1239	2298
1475539397.053709	-5190	7920	-3280	3470	-1779	2347	2249	-1239	2298
1475539397.063852	-5230	7850	-3340	3345	-1580	2489	2279	-1192	2265
1475539397.073991	-5230	7850	-3340	3345	-1580	2489	2279	-1192	2265
1475539397.084133	-5300	7710	-3650	3404	-1480	2517	2279	-1192	2265
1475539397.094274	-5300	7710	-3650	3404	-1480	2517	2279	-1192	2265
1475539397.104418	-5390	7540	-3910	3211	-1297	2597	2279	-1176	2248
1475539397.114562	-5540	7390	-3990	2976	-1153	2681	2279	-1176	2248
1475539397.124721	-5640	7290	-4010	2680	-1015	2791	2294	-1176	2248
1475539397.134863	-5700	7270	-3950	2469	-854	2840	2294	-1176	2248
1475539397.145005	-5770	7250	-3850	2248	-526	2885	2294	-1176	2248
1475539397.155147	-5780	7240	-3780	2170	-459	2908	2294	-1176	2248
1475539397.165288	-5760	7220	-3710	2092	-326	2988	2294	-1176	2248
1475539397.175441	-5720	7170	-3780	2144	-290	3001	2294	-1176	2248
1475539397.185578	-5720	7140	-3880	2086	-222	2943	2294	-1176	2248
1475539397.195716	-5690	7110	-4040	2037	-204	2869	2294	-1176	2248
1475539397.205856	-5700	7080	-4170	1984	-53	2849	2294	-1160	2248
1475539397.215992	-5700	7010	-4320	1855	58	2916	2294	-1145	2248
1475539397.226148	-5680	6950	-4400	1701	182	3023	2294	-1129	2265
1475539397.236284	-5690	6870	-4500	1630	332	3054	2294	-1129	2265
1475539397.246695	-5700	6760	-4570	1421	481	3155	2294	-1129	2265
1475539397.256834	-5660	6590	-4590	1083	571	3285	2294	-1129	2265
1475539397.266971	-5650	6520	-4530	870	719	3398	2279	-1129	2265
1475539397.277107	-5600	6400	-4410	638	768	3489	2264	-1145	2281
1475539397.287244	-5470	6350	-4270	485	850	3549	2264	-1160	2298
1475539397.297418	-5320	6360	-4180	408	1025	3533	2264	-1160	2298
1475539397.307592	-5080	6420	-4200	375	1167	3534	2264	-1160	2298
1475539397.317751	-4830	6490	-4300	557	1268	3446	2249	-1160	2298
1475539397.327947	-4700	6530	-4460	509	1403	3388	2218	-1176	2298
1475539397.338132	-4610	6520	-4680	675	1530	3401	2218	-1192	2315
1475539397.348308	-4580	6540	-4760	916	1663	3403	2218	-1192	2315
1475539397.358516	-4570	6610	-4890	1012	1818	3319	2218	-1192	2315
1475539397.368677	-4540	6720	-4890	1049	1785	3248	2203	-1192	2315
1475539397.378838	-4520	6830	-4830	1188	1773	3174	2158	-1207	2332
1475539397.389020	-4540	6870	-4770	1231	1747	3173	2127	-1239	2348
1475539397.399178	-4560	6930	-4610	1247	1780	3144	2127	-1239	2348
1475539397.409355	-4540	6930	-4490	1313	1812	3187	2127	-1239	2348
1475539397.419547	-4540	6920	-4500	1378	1976	3338	2127	-1239	2348
1475539397.429730	-4570	6960	-4580	1403	2107	3474	2082	-1270	2382
1475539397.439922	-4590	7000	-4690	1372	2373	3738	2021	-1301	2416
1475539397.450097	-4600	7030	-4750	1428	2494	3871	2021	-1317	2432
1475539397.460271	-4570	7070	-4820	1536	2650	4006	2021	-1317	2432
1475539397.470465	-4390	7160	-4890	1665	2727	4049	2021	-1317	2432
1475539397.480641	-4260	7260	-4930	1793	2788	3990	1990	-1333	2432
1475539397.490800	-4100	7380	-5010	1775	2803	3977	1945	-1348	2466
1475539397.500974	-3940	7520	-5100	1894	2980	3910	1914	-1380	2483
1475539397.511150	-3870	7570	-5190	2027	3186	3948	1914	-1380	2483
1475539397.521321	-3810	7590	-5270	2084	3333	4084	1914	-1380	2483
1475539397.531541	-3770	7590	-5350	2221	3620	4259	1884	-1380	2483
1475539397.541700	-3760	7560	-5450	2327	3828	4475	1808	-1395	2533
1475539397.551859	-3660	7570	-5490	2416	4035	4591	1747	-1427	2583
1475539397.562038	-3530	7590	-5480	2474	4282	4779	1747	-1427	2583
1475539397.572211	-3390	7600	-5480	2581	4501	4855	1747	-1427	2583
1475539397.582396	-3220	7570	-5500	2597	4674	4951	1747	-1427	2583
1475539397.592572	-3040	7540	-5570	2649	4800	5082	1671	-1427	2600
1475539397.602735	-2810	7490	-5800	2659	5067	5243	1565	-1427	2667
1475539397.612925	-2610	7450	-5980	2582	5193	5370	1565	-1427	2667
1475539397.623107	-2350	7440	-6170	2666	5274	5453	1565	-1427	2667
1475539397.633308	-2120	7410	-6260	2699	5443	5524	1565	-1427	2667
1475539397.643518	-1900	7390	-6250	2736	5566	5518	1428	-1411	2718
1475539397.653676	-1690	7370	-6190	2756	5712	5475	1306	-1395	2768
1475539397.663837	-1480	7350	-6140	2766	5935	5434	1306	-1395	2785
1475539397.674017	-1270	7300	-6110	2851	6186	5408	1306	-1395	2785
1475539397.684190	-1140	7260	-6090	2981	6410	5399	1306	-1395	2785
1475539397.694368	-800	7130	-6050	3073	6559	5374	1246	-1380	2818
1475539397.704550	-280	7090	-5960	3419	6753	5196	957	-1364	2953
1475539397.714734	0	7130	-5910	3659	6705	5110	911	-1364	2969
1475539397.724919	300	7130	-5910	3931	6499	5005	866	-1364	2986
1475539397.735123	630	7090	-5970	4283	6350	4792	866	-1364	2986
1475539397.745295	1100	6920	-6070	4652	6226	4642	866	-1364	2986
1475539397.755469	1480	6690	-6170	5051	6120	4587	866	-1364	2986
1475539397.765658	1890	6360	-6240	5326	5994	4471	866	-1364	2986
1475539397.775829	2250	5980	-6210	5507	5771	4311	866	-1364	2986
1475539397.786004	2480	5710	-6130	5471	5691	4012	866	-1364	2986
1475539397.796182	2700	5570	-5950	5394	5769	3745	866	-1364	2986
1475539397.806354	2830	5640	-5680	5404	6013	3563	866	-1364	2986
1475539397.816538	2890	5780	-5370	5310	6152	3224	592	-1254	3053
1475539397.826742	2940	5910	-5050	5356	6297	2834	288	-1129	3137
1475539397.836933	2930	5920	-4800	5324	6437	2577	273	-1129	3154
1475539397.847111	2950	5800	-4680	5362	6434	2189	273	-1129	3154
1475539397.857285	3100	5650	-4740	5186	6358	1766	273	-1129	3154
1475539397.867465	3410	5520	-4900	5278	6390	1508	136	-1019	3187
1475539397.877658	3790	5400	-5050	5268	6301	1214	0	-910	3204
1475539397.887890	4300	5240	-5310	5493	6134	944	0	-910	3221
1475539397.898066	4610	5080	-5490	5623	6033	877	0	-910	3221
1475539397.908246	4900	4810	-5650	5716	5829	773	0	-910	3221
1475539397.918419	5140	4490	-5840	5751	5713	726	-107	-831	3221
1475539397.928628	5520	3980	-6010	5725	5458	650	-289	-722	3255
1475539397.938810	5680	3750	-5970	5672	5266	567	-350	-690	3271
1475539397.948968	5820	3560	-5840	5398	5027	421	-350	-690	3271
1475539397.959148	5900	3400	-5660	5189	4832	137	-350	-690	3271
1475539397.969322	5940	3330	-5610	5109	4755	31	-411	-627	3255
1475539397.979502	5990	3260	-5660	4856	4562	-214	-532	-502	3221
1475539397.989686	6040	3190	-5810	4624	4354	-431	-593	-439	3221
1475539397.999845	6080	3100	-6070	4387	4088	-573	-593	-439	3221
1475539398.010018	6110	3010	-6300	4191	3798	-655	-593	-439	3221
1475539398.020196	6190	2900	-6460	4052	3566	-823	-593	-439	3221
1475539398.030370	6270	2820	-6520	3831	3290	-953	-669	-345	3204
1475539398.040607	6400	2770	-6580	3596	2931	-1083	-776	-220	3187
1475539398.050767	6560	2710	-6580	3357	2657	-1360	-776	-220	3187
1475539398.060926	6790	2550	-6590	3247	2475	-1625	-776	-220	3187
1475539398.071104	6930	2410	-6570	2963	2356	-1950	-776	-220	3187
1475539398.081278	7040	2260	-6550	2776	2264	-2290	-821	-173	3171
1475539398.091454	7100	2160	-6530	2573	2192	-2589	-958	-63	3154
1475539398.101659	7090	2110	-6530	2552	2184	-2898	-958	-63	3154
1475539398.111820	7020	2140	-6560	2386	2150	-3208	-958	-63	3154
1475539398.121981	6960	2230	-6610	2271	2214	-3427	-958	-63	3154
1475539398.132156	6900	2370	-6650	2166	2178	-3778	-988	-16	3120
1475539398.142356	6900	2540	-6690	2142	2198	-3960	-1034	62	3087
1475539398.152542	6940	2700	-6680	2234	2410	-4083	-1049	94	3070
1475539398.162739	7070	2820	-6580	2172	2521	-4278	-1049	94	3070
1475539398.172905	7270	2850	-6520	2342	2705	-4341	-1049	94	3070
1475539398.183082	7460	2850	-6490	2413	2811	-4343	-1080	94	3053
1475539398.193259	7700	2810	-6540	2473	2848	-4280	-1125	94	3053
1475539398.203434	7980	2780	-6640	2513	2880	-4301	-1171	94	3053
1475539398.213643	8380	2750	-6920	2557	2792	-4129	-1171	94	3053
1475539398.223803	8570	2760	-7090	2587	2735	-4101	-1171	94	3053
1475539398.233962	8760	2820	-7190	2549	2748	-4122	-1171	94	3053
1475539398.244166	8840	2950	-7230	2518	2770	-4048	-1201	94	2986
1475539398.254342	8900	3170	-7220	2443	2758	-4055	-1231	94	2936
1475539398.264531	8950	3270	-7190	2469	2575	-4043	-1231	94	2936
1475539398.274721	9290	3310	-7250	2705	2497	-4043	-1231	94	2936
1475539398.284879	9470	3260	-7300	2856	2341	-4109	-1262	109	2919
1475539398.295056	9610	3200	-7330	2888	2100	-4154	-1323	109	2885
1475539398.305236	9680	3170	-7250	3106	2093	-4011	-1353	109	2885
1475539398.315412	9700	3210	-7220	3139	1958	-4137	-1353	109	2885
1475539398.325614	9730	3210	-7230	3452	1774	-4134	-1353	109	2885
1475539398.335783	9750	3170	-7200	3679	1682	-4134	-1368	109	2869
1475539398.345981	9700	3110	-7290	3870	1501	-4407	-1414	109	2835
1475539398.356156	9660	3020	-7330	4116	1286	-4422	-1459	94	2818
1475539398.366331	9630	2970	-7300	4184	1042	-4574	-1459	94	2818
1475539398.376509	9580	3030	-7250	4211	973	-4795	-1459	94	2818
1475539398.386699	9570	3130	-7190	4393	733	-4917	-1459	94	2818
1475539398.396866	9620	3270	-7100	4713	648	-5026	-1490	94	2785
1475539398.407041	9660	3360	-7030	4774	666	-5153	-1490	78	2768
1475539398.417220	9700	3350	-6980	4939	465	-5217	-1490	78	2768
1475539398.427392	9760	3270	-6930	5169	476	-5262	-1490	78	2768
1475539398.437576	9790	3140	-6920	5297	278	-5464	-1490	78	2768
1475539398.447758	9800	3000	-6910	5405	13	-5505	-1535	94	2751
1475539398.457920	9830	2980	-6880	5413	-96	-5693	-1566	109	2734
1475539398.468091	9840	3000	-6900	5286	-317	-5919	-1566	109	2734
1475539398.478264	9860	3050	-6990	5206	-545	-6137	-1566	109	2734
1475539398.488438	9930	3120	-7030	4722	-895	-6164	-1566	109	2734
1475539398.498638	10050	3300	-7030	4539	-875	-6402	-1581	141	2718
1475539398.508818	10130	3450	-7050	4016	-1153	-6423	-1611	156	2718
1475539398.518994	10280	3680	-6910	3706	-1544	-6052	-1611	172	2718
1475539398.529167	10300	3830	-6870	3294	-1608	-5909	-1611	172	2718
1475539398.539414	10220	3900	-6880	3079	-2035	-5631	-1611	172	2718
1475539398.549651	10210	3910	-6780	2733	-2501	-5275	-1611	172	2701
1475539398.559820	10060	3880	-6710	2552	-2990	-5002	-1611	172	2701
1475539398.569980	9880	3760	-6620	2492	-3422	-4908	-1596	172	2701
1475539398.580164	9770	3680	-6540	2498	-3968	-4764	-1596	172	2701
1475539398.590344	9590	3610	-6530	2535	-4342	-4744	-1596	172	2701
1475539398.600517	9340	3520	-6580	2406	-4711	-4914	-1596	172	2701
1475539398.610729	9180	3500	-6730	2478	-5003	-4905	-1581	172	2718
1475539398.620899	8910	3590	-6930	2241	-5334	-4927	-1581	172	2718
1475539398.631059	8650	3650	-7150	1982	-5366	-4990	-1566	172	2734
1475539398.641233	8390	3770	-7360	1790	-5531	-5043	-1566	172	2734
1475539398.651434	8160	3910	-7580	1491	-5687	-5170	-1566	172	2734
1475539398.661610	7980	3960	-7740	1368	-5724	-5465	-1535	172	2751
1475539398.671779	7880	3980	-7860	1138	-5926	-5682	-1444	141	2818
1475539398.681938	7810	3940	-7930	920	-6043	-5954	-1429	125	2835
1475539398.692105	7730	3870	-7930	601	-6189	-6258	-1429	125	2835
1475539398.702286	7630	3610	-7840	437	-6535	-6538	-1429	125	2835
1475539398.712460	7620	3450	-7680	198	-6731	-6733	-1429	125	2835
1475539398.722638	7580	3310	-7470	-283	-6957	-6969	-1307	94	2902
1475539398.732829	7510	3170	-7150	-782	-7533	-7184	-1247	62	2953
1475539398.742988	7490	3090	-6860	-1166	-8147	-7346	-1247	62	2953
1475539398.753185	7450	3050	-6820	-1483	-8605	-7501	-1247	62	2953
1475539398.763363	7390	3000	-6820	-1889	-9332	-7798	-1247	62	2953
1475539398.773544	7290	2860	-6910	-2121	-9929	-7968	-1140	31	3003
1475539398.783732	7130	2760	-6880	-2438	-10344	-8117	-1004	-16	3070
1475539398.793903	6490	2590	-6660	-3015	-10345	-8219	-882	-48	3154
1475539398.804061	6490	2590	-6660	-3015	-10345	-8219	-882	-48	3154
1475539398.814236	5130	2730	-6820	-3524	-10119	-8056	-836	-79	3171
1475539398.824408	5130	2730	-6820	-3524	-10119	-8056	-836	-79	3171
1475539398.834580	3690	3010	-7490	-4280	-9935	-7958	-608	-189	3221
1475539398.844753	3200	3090	-7750	-4512	-9740	-7884	-472	-267	3238
1475539398.854944	2880	3150	-7840	-4679	-9632	-7720	-472	-267	3238
1475539398.865115	2710	3220	-7690	-4731	-9507	-7580	-472	-267	3238
1475539398.875296	2710	3350	-7000	-4785	-9365	-7324	-472	-267	3238
1475539398.885470	2750	3480	-6410	-4789	-9248	-7057	-335	-330	3255
1475539398.895651	2750	3590	-5900	-4806	-9320	-6752	-31	-455	3305
1475539398.905817	2690	3700	-5430	-4825	-9572	-6460	30	-486	3322
1475539398.915984	2460	3830	-5120	-4908	-10053	-6009	30	-486	3322
1475539398.926157	2180	3880	-5100	-4719	-10338	-5637	30	-486	3322
1475539398.936331	1690	3900	-5220	-4576	-10521	-5235	91	-518	3305
1475539398.946506	1230	3840	-5220	-4181	-10456	-4783	303	-627	3288
1475539398.956719	890	3770	-5130	-3799	-10086	-4369	471	-706	3271
1475539398.966885	590	3730	-4960	-3461	-9766	-4003	471	-706	3271
1475539398.977053	160	3800	-4610	-3179	-9183	-3686	471	-706	3271
1475539398.987233	-50	3950	-4530	-2998	-8696	-3319	516	-706	3255
1475539398.997406	-280	4240	-4500	-2885	-8381	-3160	759	-784	3204
1475539399.007590	-550	4650	-4600	-2759	-8065	-3079	957	-847	3171
1475539399.017766	-810	4940	-4800	-2916	-7538	-2991	957	-847	3171
1475539399.027927	-1090	5130	-4980	-2775	-7360	-2918	957	-847	3171
1475539399.038096	-1360	5310	-5050	-2773	-7057	-2676	957	-847	3171
1475539399.048269	-1700	5480	-4990	-2653	-6795	-2543	957	-847	3171
1475539399.058472	-2110	5720	-4610	-2478	-6858	-2506	957	-847	3171
1475539399.068652	-2220	5810	-4410	-2150	-6979	-2405	957	-847	3171
1475539399.078821	-2340	5940	-4150	-1877	-7257	-2403	957	-847	3171
1475539399.088984	-2440	6200	-4010	-1627	-7660	-2311	957	-847	3171
1475539399.099158	-2500	6370	-4020	-1497	-8146	-2205	1170	-878	3070
1475539399.109335	-2650	6620	-4060	-1220	-8519	-2100	1489	-925	2936
1475539399.119508	-2910	6900	-4020	-906	-8951	-1837	1595	-941	2902
1475539399.129697	-3180	7210	-3880	-608	-9137	-1473	1595	-941	2902
1475539399.139856	-3570	7610	-3630	-353	-9292	-1069	1595	-941	2902
1475539399.150032	-3710	7860	-3430	-51	-9581	-588	1610	-941	2885
1475539399.160233	-3730	8060	-3170	377	-9768	-326	1808	-941	2751
1475539399.170484	-3670	8230	-2890	739	-9852	-162	1899	-957	2701
1475539399.180686	-3620	8340	-2710	1079	-9992	-65	1899	-957	2701
1475539399.190866	-3630	8460	-2440	1299	-10138	-81	1899	-957	2701
1475539399.201025	-3810	8460	-2350	1653	-10283	-48	1899	-957	2701
1475539399.211201	-3960	8420	-2320	1961	-10372	-105	2051	-941	2600
1475539399.221385	-4430	8240	-2110	2154	-10474	-129	2203	-941	2499
1475539399.231558	-4710	8050	-1940	2334	-10548	-173	2249	-941	2483
1475539399.241733	-4960	7860	-1690	2585	-10679	-278	2249	-941	2483
1475539399.251910	-5180	7710	-1440	2709	-10670	-340	2249	-941	2483
1475539399.262096	-5440	7520	-1000	2707	-10874	-479	2325	-925	2382
1475539399.272270	-5630	7470	-720	2706	-10871	-593	2461	-910	2265
1475539399.282448	-5900	7460	-450	2684	-10843	-663	2537	-910	2197
1475539399.292651	-6180	7450	-180	2744	-10797	-667	2537	-910	2197
1475539399.302822	-6390	7470	10	2852	-10554	-646	2537	-910	2197
1475539399.312981	-6580	7460	260	3013	-10444	-564	2613	-878	2080
1475539399.323155	-6690	7430	460	3245	-10273	-511	2735	-847	1912
1475539399.333336	-6760	7330	700	3499	-10102	-317	2811	-831	1828
1475539399.343512	-6790	7200	1000	3627	-9929	-247	2811	-831	1828
1475539399.353686	-6760	7100	1300	3710	-9771	-165	2811	-831	1828
1475539399.363879	-6810	7060	1840	3808	-9737	188	2933	-769	1610
1475539399.374051	-6810	7060	1840	3808	-9737	188	2933	-769	1610
1475539399.384224	-6990	7140	2060	3799	-9757	417	3039	-737	1442
1475539399.394395	-7050	7110	2140	3938	-9713	498	3039	-737	1442
1475539399.404567	-7050	7110	2140	3938	-9713	498	3039	-737	1442
1475539399.414772	-7120	6850	2200	4150	-9615	599	3115	-690	1258
1475539399.424931	-7150	6740	2210	4183	-9473	697	3176	-659	1107
1475539399.435107	-7210	6730	2260	4179	-9165	811	3191	-659	1090
1475539399.445280	-7300	6780	2380	4138	-8984	957	3191	-659	1090
1475539399.455452	-7530	6900	2700	4176	-8728	1050	3191	-659	1090
1475539399.465699	-7680	6930	2900	4167	-8457	1213	3191	-643	1057
1475539399.475878	-7830	6900	3100	4111	-8222	1217	3252	-627	822
1475539399.486044	-7890	6830	3190	4045	-8025	1333	3282	-627	755
1475539399.496220	-7900	6760	3210	3861	-7926	1515	3282	-627	755
1475539399.506392	-7860	6680	3170	3748	-7792	1746	3282	-627	755
1475539399.516566	-7830	6700	3190	3597	-7525	1886	3282	-627	755
1475539399.526771	-7850	6760	3250	3517	-7209	2038	3297	-627	553
1475539399.536939	-7920	6830	3410	3263	-6957	2251	3328	-643	318
1475539399.547118	-8000	6940	3640	3127	-6635	2517	3328	-643	318
1475539399.557294	-8130	7120	3980	2948	-6386	2741	3328	-643	318
1475539399.567493	-8220	7280	4210	2776	-6238	3007	3328	-643	318
1475539399.577687	-8270	7450	4380	2559	-6124	3204	3328	-674	184
1475539399.587855	-8330	7760	4570	2333	-5959	3403	3328	-690	67
1475539399.598015	-8350	7940	4620	2187	-5796	3569	3328	-706	50
1475539399.608188	-8340	8120	4640	2153	-5509	3575	3328	-706	50
1475539399.618361	-8300	8300	4640	2048	-5109	3704	3328	-706	50
1475539399.628536	-8230	8560	4720	2079	-4711	3648	3297	-737	-51
