Time (s)	mag_x	mag_y	mag_z
1479414260.226970	28.597029	31.394098	-64.335566
1479414260.635183	25.868544	17.416724	-64.842569
1479414260.671177	25.570899	16.757910	-64.843878
1479414260.683215	25.598673	16.379376	-64.839557
1479414260.713113	24.928932	14.824832	-64.482945
1479414260.725336	24.433302	14.210647	-64.480733
1479414260.742762	24.109220	14.065003	-64.268729
1479414260.761222	24.163980	14.104180	-64.468005
1479414260.779084	24.473137	13.841548	-64.398703
1479414260.863255	25.026194	13.256506	-64.428100
1479414260.869288	25.162909	13.163408	-64.086466
1479414260.893125	25.504622	12.614503	-63.594514
1479414260.905296	25.690495	12.234962	-63.419597
1479414260.935213	24.900792	12.448970	-63.041577
1479414260.977208	24.435200	11.927249	-62.685592
1479414260.983378	24.328004	11.754299	-62.482225
1479414260.995217	24.097404	11.892502	-62.319532
1479414261.013346	23.405970	11.657361	-62.539768
1479414261.025243	22.852823	11.469249	-62.715957
1479414261.103090	23.118517	9.202635	-62.533345
1479414261.181198	24.522305	8.107458	-62.594594
1479414261.199042	24.614954	7.523076	-62.339349
1479414261.205178	24.689073	7.055570	-62.135153
1479414261.229079	25.244820	6.174940	-62.051345
1479414261.259024	25.614982	5.652821	-61.955661
1479414261.283193	25.779464	4.862337	-61.600095
1479414261.325278	26.591340	3.980189	-60.823500
1479414261.373056	26.535518	3.026926	-60.464224
1479414261.403309	26.368607	3.928483	-60.645575
1479414261.432851	26.131425	4.878839	-60.130937
1479414261.463209	25.079769	5.570575	-60.233872
1479414261.486820	24.843659	5.424429	-60.380693
1479414261.493101	25.016881	5.929778	-60.568228
1479414261.505398	25.155458	6.334057	-60.718256
1479414261.529228	24.572853	6.418406	-60.850203
1479414261.559322	24.489674	6.472389	-61.130867
1479414261.583069	24.928907	6.506939	-60.946086
1479414261.600963	25.085079	6.380942	-60.880387
1479414261.607301	25.137595	5.796160	-61.178217
1479414261.619044	25.179608	5.328334	-61.416482
1479414261.649085	25.486340	4.806775	-61.072817
1479414261.685222	26.171851	3.854944	-60.976805
1479414261.739103	26.957555	2.796966	-60.075715
1479414261.751238	26.997685	3.136401	-59.903777
1479414261.768908	27.029789	3.407949	-59.766226
1479414261.775258	27.127894	3.279485	-59.726264
1479414261.805298	26.878087	2.970042	-59.794859
1479414261.817244	26.716845	3.205721	-59.889326
1479414261.834948	26.660274	3.601687	-59.894822
1479414261.871244	26.448455	4.913908	-60.283972
1479414261.888831	26.517983	5.452220	-60.420773
1479414261.919296	26.662393	6.234740	-60.617731
1479414261.931131	26.616711	6.992870	-60.757858
1479414261.955099	26.580166	7.599375	-60.869960
1479414261.961207	26.550930	7.808016	-61.099798
1479414261.973080	26.093010	7.836647	-61.704137
1479414262.002757	25.868137	7.877876	-62.153917
1479414262.009182	25.764041	8.099958	-62.617510
1479414262.039158	26.338362	8.281473	-62.444147
1479414262.069333	27.024584	8.287018	-62.165008
1479414262.075223	27.123730	8.012427	-62.065758
1479414262.105308	26.745063	7.617016	-62.175120
1479414262.117246	26.900113	7.614707	-62.354160
1479414262.141218	27.123386	7.362475	-62.611978
1479414262.170921	27.005561	7.449953	-61.767857
1479414262.183209	26.963668	7.342775	-62.168506
1479414262.195220	26.857732	7.464455	-61.998478
1479414262.207255	26.772983	7.561798	-61.862456
1479414262.219094	26.777605	7.155689	-61.963873
1479414262.273318	27.621663	6.404596	-62.013888
1479414262.291132	27.891081	6.229927	-61.944862
1479414262.297172	28.179037	6.021051	-61.679407
1479414262.309211	28.192136	5.923091	-61.677277
1479414262.321228	28.202616	5.844723	-61.675574
1479414262.339149	28.283421	5.851169	-61.884445
1479414262.375293	29.084260	6.538565	-60.985906
1479414262.387179	29.061158	6.337102	-60.842164
1479414262.405084	29.042677	6.175932	-60.727170
1479414262.429188	29.407142	6.068300	-60.940002
1479414262.441152	29.391886	6.168312	-60.595206
1479414262.459068	30.031478	6.040900	-60.669760
1479414262.477208	30.880069	6.064848	-60.707040
1479414262.525098	31.891149	6.708812	-60.663387
1479414262.531124	32.465420	7.164706	-60.724305
1479414262.543189	32.924837	7.529421	-60.773040
1479414262.555201	33.364792	7.613772	-60.461637
1479414262.579143	34.006443	7.542971	-60.492827
1479414262.597241	35.220109	7.579298	-60.958209
1479414262.663204	37.462512	8.465853	-61.194969
1479414262.711190	39.922893	8.826289	-59.851125
1479414262.729294	40.484096	8.720407	-59.654026
1479414262.741208	40.788215	8.773982	-59.776660
1479414262.765184	41.877943	8.228864	-58.817988
1479414262.927084	49.012002	6.672159	-54.221067
1479414262.945078	49.878714	6.759245	-53.370298
1479414262.963319	50.548988	6.859349	-52.577256
1479414262.980870	51.085206	6.939433	-51.942822
1479414262.987072	51.514182	7.003499	-51.435274
1479414262.999210	51.929784	6.985612	-51.519783
1479414263.011126	51.755312	7.178724	-51.657469
1479414263.071215	52.645915	7.597164	-50.931121
1479414263.119229	54.411435	8.207739	-50.085091
1479414263.137217	55.044227	8.294707	-49.808934
1479414263.197155	56.266839	9.481623	-48.866126
1479414263.233123	56.346841	9.304020	-48.429448
1479414263.269362	57.209167	9.688167	-48.486349
1479414263.281310	57.644522	9.824753	-48.319706
1479414263.299232	57.992806	9.519177	-47.765922
1479414263.353073	58.293876	10.219062	-47.142070
1479414263.371234	58.498723	10.315278	-46.358974
1479414263.389218	58.603745	10.257301	-45.987102
1479414263.406732	59.049872	10.280060	-46.180152
1479414263.413188	59.334351	10.505689	-46.264513
1479414263.425262	59.561935	10.686192	-46.332003
1479414263.437261	59.526737	10.761454	-46.315916
1479414263.479218	59.820138	11.314912	-46.416262
1479414263.491176	59.516033	11.471852	-46.593558
1479414263.527154	59.950811	12.040933	-46.505155
1479414263.545295	60.127525	12.260090	-46.174125
1479414263.557067	60.486161	12.504557	-45.839223
1479414263.574782	60.773071	12.700130	-45.571302
1479414263.581276	60.930176	13.202292	-45.567199
1479414263.593203	60.983439	13.258318	-45.774151
1479414263.623196	61.060137	13.477277	-46.352475
1479414263.640799	61.449517	13.409166	-46.192137
1479414263.647063	61.761021	13.354677	-46.063868
1479414263.671245	62.064742	14.050588	-45.598846
1479414263.683154	62.108357	14.420939	-45.308922
1479414263.707106	62.143249	14.302377	-44.796670
1479414263.713071	62.533272	14.414949	-44.597103
1479414263.725218	62.845291	14.505006	-44.437449
1479414263.737318	62.805218	14.300490	-44.449883
1479414263.761215	62.356435	14.379345	-43.837083
1479414263.803091	62.830359	14.901319	-42.414052
1479414263.815045	63.082960	14.894103	-41.990227
1479414263.869224	64.600709	15.668029	-40.439910
1479414264.211041	69.219517	14.321648	-28.698433
1479414264.217358	69.280615	14.084662	-28.284685
1479414264.264911	70.355846	14.794692	-26.613686
1479414264.271255	70.551787	14.670519	-25.846027
1479414264.283340	70.708540	14.571182	-25.231901
1479414264.295256	70.761521	14.699133	-25.090990
1479414264.337267	70.010361	14.741473	-24.213260
1479414264.349224	69.696024	14.627944	-23.785531
1479414264.378986	69.663426	14.588916	-23.127553
1479414264.385205	69.780586	14.575040	-22.706731
1479414264.415177	69.992749	14.900760	-22.563262
1479414264.445089	70.186470	15.164534	-21.434286
1479414264.451200	70.126599	15.242956	-21.141882
1479414264.463253	70.078702	15.305693	-20.907960
1479414264.481315	70.040385	15.217602	-21.001134
1479414264.498972	70.009731	14.870566	-21.075673
1479414264.505199	69.985208	14.592938	-21.135305
1479414264.517209	69.965589	14.785679	-21.042854
1479414264.529267	69.877472	14.732450	-21.179128
1479414264.541162	69.806979	14.689866	-21.288146
1479414264.559261	69.895428	14.655800	-20.814736
1479414264.612986	69.684262	14.583645	-18.679197
1479414264.619059	69.724833	14.363401	-18.937811
1479414264.666897	69.242033	13.795203	-17.592564
1479414264.673074	69.515893	13.870928	-16.947255
1479414264.685168	69.734981	13.931508	-16.431007
1479414264.697164	69.837829	13.634270	-16.228244
1479414264.715180	69.847687	13.465619	-15.855799
1479414264.732869	69.855572	13.330699	-15.557842
1479414264.739101	69.717037	13.222762	-15.319477
1479414264.751165	69.099256	13.343835	-14.918551
1479414264.780767	68.789025	13.103336	-14.481373
1479414264.793203	69.008643	13.455716	-14.177990
1479414264.805218	69.184338	13.737620	-13.935283
1479414264.817245	68.817940	13.617440	-13.530883
1479414264.900841	68.782085	14.501849	-13.223675
1479414264.919219	69.252317	14.923059	-13.676965
1479414264.931081	69.451699	15.118916	-13.744698
1479414264.949098	69.611204	15.275602	-13.798884
1479414264.973117	69.522235	15.999042	-13.680692
1479414264.997069	69.233545	16.545013	-13.548988
1479414265.027285	69.729549	16.687012	-13.086275
1479414265.039186	69.616218	16.599220	-12.641442
1479414265.075194	69.009712	16.458270	-11.742294
1479414265.105165	69.296608	15.912434	-11.201178
1479414265.117190	68.907757	15.772135	-10.782974
1479414265.321070	68.917788	13.988177	-8.094977
1479414265.339140	68.677122	13.610464	-7.527154
1479414266.707195	64.793178	6.687376	-7.695255
1479414266.761275	64.107702	6.492103	-5.684320
1479414266.773220	63.959990	6.507354	-5.178159
1479414266.785182	63.841821	6.519555	-4.773231
1479414266.797388	63.385177	6.321895	-4.239053
1479414266.815169	63.019861	6.163766	-3.811711
1479414266.821217	62.293077	6.037263	-2.909213
1479414266.839139	62.218603	6.143482	-1.976980
1479414266.851063	62.159024	6.228458	-1.231193
1479414266.875065	62.247043	5.604104	-0.381510
1479414266.887121	62.471463	5.382111	0.045182
1479414266.899106	62.071625	5.204517	0.666849
1479414266.935109	60.844060	5.073235	2.192752
1479414266.941121	60.552437	5.164838	2.595139
1479414266.965063	60.132499	5.296747	3.679139
1479414266.983117	59.693500	4.928804	4.485030
1479414266.995076	59.125035	4.703590	5.199821
1479414267.007265	58.670263	4.523419	5.771654
1479414267.019083	58.378868	4.863267	6.299199
1479414267.073122	57.244589	5.665851	7.887029
1479414267.103103	56.813273	6.018410	8.537589
1479414267.109219	56.531166	6.266682	8.582025
1479414267.156899	55.812475	6.751307	10.199269
1479414267.163185	55.513262	6.783858	10.401916
1479414267.175130	55.491157	6.740759	10.914424
1479414267.204852	55.242061	7.024398	11.442201
1479414267.241276	54.219659	7.177977	12.487798
1479414267.258995	54.021744	7.332616	12.863442
1479414267.265217	53.863411	7.456327	13.163957
1479414267.277263	53.736746	7.417015	13.684682
1479414267.289123	53.635413	7.385565	14.101262
1479414267.307196	53.481925	7.152984	14.504603
1479414267.324766	53.069447	7.243481	14.967433
1479414267.331106	52.739465	7.315879	15.337697
1479414267.343132	52.040947	7.373797	16.194533
1479414267.355248	51.337290	7.558413	16.599690
1479414267.372871	50.774364	7.706105	16.923815
1479414267.385280	50.251601	7.755119	17.533505
1479414267.409056	49.759542	7.825698	17.906898
1479414267.421237	49.584587	7.712512	18.460128
1479414267.445124	49.854090	7.300617	18.752217
1479414267.475261	49.910697	7.811380	18.770967
1479414267.492813	49.995199	8.115901	18.590758
1479414267.511244	50.015491	8.291677	18.681649
1479414267.523266	50.151456	8.292717	18.589382
1479414267.541288	49.898119	7.947846	19.006116
1479414267.553148	49.695449	7.671948	19.339502
1479414267.577086	49.823651	8.118172	19.441158
1479414267.589261	49.997984	8.153913	19.477302
1479414267.606937	49.558076	7.905943	19.646373
1479414267.619128	49.061305	7.845848	19.641474
1479414267.631298	48.663888	7.797773	19.637555
1479414267.643214	48.056268	8.450718	19.774576
1479414267.660939	47.932281	8.627372	20.514896
1479414267.667220	47.833091	8.768695	21.107151
1479414267.679219	47.029520	8.605190	21.160487
1479414267.697092	46.024554	8.266965	21.413391
1479414267.709272	45.220582	7.996385	21.615713
1479414267.733136	44.207705	7.579093	22.187370
1479414267.757232	44.109870	6.814213	22.777481
1479414267.787231	43.091287	7.347972	23.407433
1479414267.811213	43.091190	6.818405	23.432180
1479414267.840998	42.526238	6.382686	23.434003
1479414267.853074	42.421928	6.074118	23.652672
1479414267.877120	42.691770	5.477670	23.392914
1479414267.901158	43.096218	5.151256	22.806201
1479414267.913106	43.022756	5.088974	22.589805
1479414267.931066	42.963987	5.039148	22.416688
1479414267.943250	42.482440	5.137568	21.717570
1479414267.967276	42.962247	4.905935	21.089261
1479414267.979073	43.060424	4.754435	20.795785
1479414267.991223	43.066543	4.840658	20.490925
1479414268.014826	43.071438	4.909636	20.247038
1479414268.021232	43.147776	4.895677	19.981849
1479414268.069125	43.504765	4.268104	20.193715
1479414268.099162	43.746895	4.031431	20.324229
1479414268.147279	43.535216	4.029712	21.079025
1479414268.165247	43.518799	4.191738	21.348220
1479414268.189230	43.104079	4.300603	21.609722
1479414268.201060	42.739358	4.408452	21.492465
1479414268.213108	42.013049	4.356449	21.819129
1479414268.225240	41.432003	4.314847	22.080460
1479414268.249246	41.474118	4.765549	22.219447
1479414268.303188	39.489231	4.134492	22.655226
1479414268.357130	38.355004	4.637773	24.297045
1479414268.399298	37.552038	3.635665	24.325339
1479414268.417062	37.283819	3.185094	24.225584
1479414268.423237	37.214087	2.686357	24.145780
1479414268.435558	36.941036	2.218226	24.432328
1479414268.447228	36.722595	1.843722	24.661566
1479414268.465138	36.765108	1.613259	24.214254
1479414268.477292	36.509430	1.428888	23.716247
1479414268.513225	36.314520	1.635950	23.066498
1479414268.567087	37.285234	1.860963	22.995543
1479414268.591330	37.159207	2.933361	23.294711
1479414268.603462	37.476507	3.245517	23.471160
1479414268.615216	37.730346	3.771804	23.612320
1479414268.645331	38.023454	4.598799	24.025823
1479414268.657232	37.878217	4.854430	24.056050
1479414268.669073	37.762027	5.058934	24.080231
1479414268.711256	38.485400	5.546628	24.559115
1479414268.723095	37.958086	6.027537	24.762995
1479414268.771097	36.527961	7.021098	26.468325
1479414268.879156	33.425564	7.329487	27.432559
1479414268.891180	33.113577	7.108121	27.552298
1479414268.915295	32.113909	6.789354	27.584566
1479414268.933281	31.629721	6.676015	27.533747
1479414268.945302	31.242371	6.447062	27.212780
1479414268.969322	30.684587	6.117370	28.011993
1479414268.987038	30.413842	5.654443	27.945767
1479414268.993242	30.269668	4.938398	28.103021
1479414269.005345	30.154329	4.365562	28.228824
1479414269.035063	29.843396	4.010835	27.541011
1479414269.071288	28.634414	3.652079	27.348568
1479414269.106870	28.580963	3.139362	26.753398
1479414269.113120	28.658521	2.926333	26.448344
1479414269.137025	28.248767	2.177072	26.289379
1479414269.154910	28.103076	1.603377	26.357441
1479414269.161123	27.841680	1.420982	26.131579
1479414269.179132	28.211938	0.998505	26.091045
1479414269.191129	28.508145	0.660523	26.058618
1479414269.203137	28.310579	0.943262	26.172833
1479414269.221160	28.080104	0.823750	26.334283
1479414269.227217	27.895724	0.728141	26.463442
1479414269.257211	27.021874	1.005307	26.200933
1479414269.281396	26.578484	1.155037	26.397333
1479414269.317325	26.652813	1.794426	27.163852
1479414269.359219	26.493882	3.095293	27.758135
1479414269.371130	26.337059	3.513344	27.882837
1479414269.389202	25.921913	3.986066	27.982598
1479414269.437053	24.282176	5.897840	29.297959
1479414269.473184	23.310241	6.678616	29.820679
1479414269.491363	22.921084	6.656565	29.953341
1479414269.503221	23.044289	7.468612	29.779158
1479414269.515243	22.635900	7.910827	30.130359
1479414269.527193	22.309189	8.264599	30.411319
1479414269.539326	22.120242	8.893320	30.846322
1479414269.551265	21.969085	9.396297	31.194324
1479414269.569236	22.065425	9.314694	31.122335
1479414269.581310	21.707965	8.834568	30.784431
1479414269.605107	21.193223	8.696311	30.858475
1479414269.623202	21.299891	9.031268	30.993812
1479414269.629192	21.385226	9.299234	31.102082
1479414269.665215	21.236228	9.444465	31.258776
1479414269.695322	20.891311	9.280239	31.610556
1479414269.701299	20.696253	9.429270	31.805711
1479414269.725334	20.545727	9.519421	31.960594
1479414269.749105	20.564629	10.173740	31.945586
1479414269.767232	20.447004	10.701116	32.204286
1479414269.779113	20.340806	11.257377	32.420852
1479414269.791144	20.255849	11.702387	32.594104
1479414269.821222	20.336291	11.596481	32.395088
1479414269.869092	20.701140	12.462141	32.688520
1479414269.899170	21.678636	12.262490	32.721811
1479414269.935334	22.588469	12.373833	32.686532
1479414269.947293	22.560932	12.388129	32.596414
1479414269.959230	23.045855	12.468707	32.734554
1479414269.983121	23.433794	12.118325	32.424597
1479414269.989254	23.744145	11.838020	32.176632
1479414270.001196	24.137269	11.752057	32.258572
1479414270.013120	24.451769	11.683286	32.324124
1479414270.037247	25.150883	11.902304	32.208285
1479414270.079263	26.208672	11.326543	32.283450
1479414270.103115	26.724316	10.885785	32.168238
1479414270.115199	26.955938	10.851987	32.251857
1479414270.157177	27.364610	10.855156	32.008628
1479414270.169140	27.540595	10.896625	32.054091
1479414270.181120	27.246851	11.068081	31.950305
1479414270.198934	26.867013	11.758372	31.586964
1479414270.211055	26.563142	12.310604	31.296290
1479414270.247231	26.584123	12.802249	32.169703
1479414270.301220	25.640325	15.451724	32.801391
1479414270.318933	25.509370	16.164114	32.758380
1479414270.325243	25.187340	16.664885	32.653892
1479414270.372765	23.811344	19.567266	34.058926
1479414270.379090	23.394388	20.493657	34.535267
1479414270.403207	22.576706	21.481957	35.151120
1479414270.433038	22.401014	22.335719	34.732359
1479414270.445359	21.686749	22.155295	35.214170
1479414270.457211	21.042915	22.080096	35.109071
1479414270.469258	20.527848	22.019937	35.024992
1479414270.486780	19.753685	21.626106	34.887651
1479414270.493254	19.134355	21.311042	34.777778
1479414270.505209	18.494046	21.058990	34.409567
1479414270.535144	16.789846	20.944942	35.140750
1479414270.547325	15.894221	20.489548	35.120413
1479414270.571035	14.343802	20.580499	34.334285
1479414270.583253	13.285589	20.405415	34.405163
1479414270.607021	12.004487	20.127067	34.321710
1479414270.613114	10.979605	19.904389	34.254947
1479414270.637136	8.229151	19.168888	33.458027
1479414270.655011	7.090274	18.999564	33.143532
1479414270.661120	6.106750	18.656683	32.962014
1479414270.703191	2.747166	18.869613	31.371513
1479414270.720959	1.545936	18.621863	30.773539
1479414270.727098	0.584952	18.423663	30.295160
1479414270.739096	-0.908054	18.126821	29.772301
1479414270.757329	-2.102459	17.889348	29.354013
1479414270.781259	-4.198996	17.575043	28.247117
1479414270.805395	-6.163607	17.304747	26.964062
1479414270.847259	-8.329586	17.018625	24.950827
1479414270.871286	-10.154232	16.741218	23.158546
1479414270.888823	-11.020261	16.435162	22.451212
1479414270.895282	-12.292459	16.190318	21.745189
1479414270.913229	-13.310217	15.994442	21.180371
1479414270.925187	-14.414112	15.976023	20.308047
1479414270.937283	-15.442071	15.961287	19.329876
1479414270.955261	-16.264438	15.949499	18.547339
1479414270.961337	-17.284441	15.870928	17.430762
1479414270.973104	-17.883178	15.600649	16.187110
1479414270.991280	-18.362168	15.384426	15.192188
1479414271.003260	-18.672938	14.865744	14.186017
1479414271.021204	-18.921554	14.450799	13.381079
1479414271.027204	-19.337712	14.187983	12.386739
1479414271.081188	-21.526770	13.100480	9.011439
1479414271.105214	-22.351884	12.062589	7.224946
1479414271.147357	-22.802812	10.670187	3.589851
1479414271.159332	-23.094516	10.817790	2.381334
1479414271.179157	-23.327878	10.935873	1.414520
1479414271.195093	-24.214327	10.220912	-1.155004
1479414271.207236	-24.658259	9.905246	-2.255488
1479414271.243071	-24.573302	10.114436	-4.428841
1479414271.249307	-24.510908	10.096627	-5.295026
1479414271.273101	-25.203216	10.817701	-7.803739
1479414271.327150	-24.685945	11.733288	-12.744978
1479414271.351252	-24.793802	12.860789	-15.094521
1479414271.363257	-24.614886	12.777694	-16.140149
1479414271.393096	-24.487606	13.280303	-17.771993
1479414271.429296	-24.600243	14.427110	-21.259218
1479414271.441232	-24.604882	14.583876	-22.193157
1479414271.464959	-24.101640	14.778429	-22.870229
1479414271.471809	-23.699047	14.934072	-23.411887
1479414271.483449	-23.594238	15.127727	-24.195604
1479414271.495442	-23.293125	15.213510	-25.032812
1479414271.525432	-22.569835	15.337038	-26.799017
1479414271.537446	-22.183915	15.380959	-27.676168
1479414271.549336	-22.382133	15.485236	-28.728279
1479414271.561352	-22.033753	15.499517	-29.920358
1479414271.579189	-21.755050	15.510942	-30.874022
1479414271.585424	-21.242400	15.934926	-32.477890
1479414271.597216	-20.615014	15.928410	-33.550751
1479414271.615052	-20.113105	15.923197	-34.409039
1479414271.627317	-20.001266	16.333871	-35.375982
1479414271.645193	-19.404841	16.316706	-36.359771
1479414271.651191	-18.927701	16.302975	-37.146803
1479414271.663223	-18.401146	16.845115	-38.056740
1479414271.675237	-17.690214	17.002264	-39.205159
1479414271.705275	-16.594050	17.159419	-40.928960
1479414271.753193	-14.435983	18.015221	-44.126930
1479414271.831271	-10.613794	18.409330	-47.947379
1479414271.849267	-10.156739	17.838793	-48.659389
1479414271.866942	-9.501407	17.935488	-49.369153
1479414271.873215	-8.977141	18.012844	-49.936965
1479414271.885328	-8.340463	18.005588	-50.461292
1479414271.897153	-7.686277	18.138065	-51.161066
1479414271.939180	-5.569211	17.981815	-52.751276
1479414271.963340	-4.665108	17.205550	-53.326632
1479414272.005178	-3.625501	16.080071	-54.894399
1479414272.017339	-3.407354	16.251948	-55.057943
1479414272.029257	-3.087993	15.974605	-54.908465
1479414272.047125	-2.470394	16.098435	-55.279430
1479414272.107239	-0.318189	16.377240	-56.762560
1479414272.143293	1.363740	16.175914	-58.161675
1479414272.197079	3.576553	15.402090	-58.693342
1479414272.239158	5.414629	14.835886	-59.503430
1479414272.287090	7.654688	13.662336	-60.462284
1479414272.335135	9.052463	13.107148	-61.011800
1479414272.371174	9.443639	13.615607	-61.752868
1479414272.413373	11.503750	13.940567	-62.513516
1479414272.437070	12.533322	13.858604	-62.896169
1479414272.462268	13.800592	13.695523	-62.524380
1479414272.473091	14.444302	13.514622	-62.143021
1479414272.527176	16.667849	13.698056	-62.750486
1479414272.551341	17.967549	13.247069	-62.865627
1479414272.581250	18.915232	13.428593	-62.771130
1479414272.593281	19.477498	13.646781	-62.830968
1479414272.622660	20.909990	13.034487	-63.323588
1479414272.659155	22.357147	12.315533	-63.665313
1479414272.671258	22.665562	12.341489	-63.686471
1479414272.695233	23.022773	11.521523	-63.380564
1479414272.707161	23.053218	11.014875	-63.178359
1479414272.725297	23.294841	10.816978	-62.806361
1479414272.749273	23.063402	10.808570	-62.691152
1479414272.761045	22.940878	10.859356	-62.907142
1479414272.773158	22.842859	10.899985	-63.079935
1479414272.809215	22.064399	11.760522	-63.384818
1479414272.863095	18.111189	13.421424	-64.130026
1479414272.893120	18.239490	13.941196	-63.370111
1479414272.923282	17.438055	14.564241	-63.065968
1479414272.929248	16.992163	14.693581	-62.926682
1479414272.959353	16.089360	14.907486	-63.230674
1479414272.977100	16.202894	15.106458	-63.478916
1479414272.995266	16.236025	15.766337	-63.205681
1479414273.007179	16.320226	16.208383	-63.458922
1479414273.019201	16.170322	16.216316	-63.591436
1479414273.043006	16.050398	16.222662	-63.697448
1479414273.049235	16.171725	16.296880	-63.712179
1479414273.097154	15.928702	16.561760	-63.859093
1479414273.115290	15.929524	16.706439	-63.841495
1479414273.127269	16.147448	16.753043	-63.757338
1479414273.163294	15.335869	16.675309	-63.483743
1479414273.175125	15.020727	16.658997	-63.120746
1479414273.205242	14.059968	16.704650	-62.808265
1479414273.217213	13.493053	16.751611	-62.790598
1479414273.229281	12.822255	16.858320	-62.846543
1479414273.271204	11.472301	17.088742	-63.320153
1479414273.312965	9.616581	17.245437	-62.716098
1479414273.319198	9.431390	16.976819	-62.506630
1479414273.331211	9.283237	16.761924	-62.339056
1479414273.349219	8.657762	16.935712	-62.275075
1479414273.397133	7.926874	16.315103	-62.061187
1479414273.439179	8.884754	16.351521	-61.623007
1479414273.480792	10.557113	16.541636	-61.645334
1479414273.487235	11.125300	16.759481	-62.000410
1479414273.505248	12.231646	16.864617	-62.494704
1479414273.529256	13.897207	17.361715	-63.276567
1479414273.547206	14.666438	17.415544	-63.445553
1479414273.553206	15.281822	17.458608	-63.580741
1479414273.565251	16.353505	17.631340	-63.969204
1479414273.583159	17.138429	17.285541	-64.069740
1479414273.600867	17.766369	17.008902	-64.150169
1479414273.607103	18.703251	16.372747	-64.354668
1479414273.619076	19.597601	16.002104	-64.097799
1479414273.631234	20.313081	15.705590	-63.892303
1479414273.661203	21.633060	14.614859	-64.465359
1479414273.673434	22.231136	14.042669	-64.606820
1479414273.685207	22.347487	13.792339	-64.229442
1479414273.697255	22.512990	13.246371	-64.137775
1479414273.714943	22.645392	12.809597	-64.064440
1479414273.721287	22.606471	12.321897	-64.145929
1479414273.768666	22.646370	11.010374	-63.856495
1479414273.775109	22.896940	10.467675	-63.699261
1479414273.787185	23.024974	10.240937	-63.503395
1479414273.799193	23.417089	10.059547	-63.346702
1479414273.834849	23.764469	9.729204	-63.050986
1479414273.859086	24.515638	9.304457	-63.054853
1479414273.871290	25.116573	8.964660	-63.057947
1479414273.883142	25.380056	8.900244	-62.850188
1479414273.900932	26.097795	8.088164	-62.754058
1479414273.913100	26.671987	7.438500	-62.677155
1479414273.925264	26.841652	7.057050	-62.195163
1479414273.937092	26.977385	6.751890	-61.809570
1479414273.961361	28.273652	6.201835	-61.114159
1479414273.991088	29.132232	5.960425	-61.117596
1479414274.003312	29.606489	5.943731	-61.017594
1479414274.020812	29.985895	5.930375	-60.937593
1479414274.027305	29.782466	6.265394	-61.083826
1479414274.039146	29.909411	6.395128	-60.780344
1479414274.074825	30.092211	6.167101	-60.623642
1479414274.081277	30.519316	6.247353	-60.762587
1479414274.105161	30.844660	6.224634	-60.962668
1479414274.117174	30.324635	6.224239	-61.244043
1479414274.177268	30.016383	6.737873	-61.955867
1479414274.207141	29.436455	7.354427	-61.404008
1479414274.213129	29.198070	7.542917	-61.176646
1479414274.225308	29.152207	7.555427	-61.275068
1479414274.243127	29.260360	7.288873	-61.634119
1479414274.261036	29.346882	7.075630	-61.921359
1479414274.267078	29.705787	6.628473	-61.870839
1479414274.279314	29.775646	6.478169	-62.040658
1479414274.291163	29.831533	6.357926	-62.176512
1479414274.327113	30.013401	6.696417	-61.937659
1479414274.351236	30.311424	6.532524	-61.813801
1479414274.375149	31.001297	6.296519	-61.383164
1479414274.399243	31.167612	6.491179	-61.317790
1479414274.417173	31.162371	6.437474	-61.107672
1479414274.429385	31.520288	6.878495	-61.149811
1479414274.471156	32.035688	7.513565	-61.462773
1479414274.483233	32.146520	8.085071	-61.784283
1479414274.495213	32.235185	8.542276	-62.041490
1479414274.567204	32.113175	9.577761	-62.255354
1479414274.591091	32.154417	9.987814	-62.422601
1479414274.621266	33.165750	9.669467	-62.305390
1479414274.651172	33.581253	9.299788	-62.370531
1479414274.657238	33.962346	9.099205	-62.370333
1479414274.687199	34.293856	8.602945	-62.440126
1479414274.704782	34.315163	8.334309	-62.496087
1479414274.711195	34.694319	8.050260	-62.470777
1479414274.723202	34.707955	7.961302	-62.450530
1479414274.735359	34.718865	7.890136	-62.434332
1479414274.765426	34.734574	7.289843	-61.654163
1479414274.777424	34.740160	7.076406	-61.376770
1479414274.801202	35.008922	6.907338	-61.089448
1479414274.831411	34.963664	6.564056	-61.143828
1479414274.861432	35.140698	6.703198	-61.459049
1479414274.873268	35.282324	6.814512	-61.711225
1479414274.897193	34.182673	7.721522	-61.822078
1479414274.909419	34.226217	7.767452	-62.001649
1479414274.921286	33.826521	7.942478	-61.864993
1479414274.939094	33.506764	8.082498	-61.755668
1479414274.957075	33.468224	8.125374	-61.878442
1479414274.975167	33.152008	8.436021	-61.802956
1479414274.987308	33.111998	8.339051	-61.846195
1479414275.004769	33.514521	7.846632	-61.740630
1479414275.017265	33.836539	7.452696	-61.656177
1479414275.029243	33.732044	7.759813	-61.658694
1479414275.071241	33.320853	7.455343	-60.905473
1479414275.113033	33.743381	7.675183	-61.084541
1479414275.125002	33.440252	7.730381	-61.411619
1479414275.137262	33.197749	7.774539	-61.673281
1479414275.173246	33.683249	8.029440	-61.654256
1479414275.196956	33.392146	8.290349	-61.727234
1479414275.203062	33.231686	8.568217	-61.855696
1479414275.227096	33.145468	9.244909	-62.320992
